Row Num,Season,Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,PL,Open OU,,Close OU,,MOD,HOME TEAM,HOME_1ST,HOME_2ND,HOME_3RD,HOME_FINAL,HOME_OPEN,HOME_CLOSE,HOME_PL,HOME_OU,HOME_OU_ODDS,HOME_CLOSE_OU,HOME_CLOSE_OU_ODDS
1255,2017/2018,105,53,V,Florida,0,1,1,2,108,106,+1.5(-275),5.5,110,5.5,-105,1,Detroit,1,1,2,4,-128,-126,-1.5(+225),5.5,-130,5.5,-115
1256,2017/2018,105,54,H,Detroit,1,1,2,4,-128,-126,-1.5(+225),5.5,-130,5.5,-115,0,,,,,,,,,,,,
1257,2017/2018,105,55,V,SanJose,2,3,0,5,-130,-113,-1.5(+245),5.5,110,5.5,100,1,Ottawa,1,1,3,6,110,-107,+1.5(-305),5.5,-130,5.5,-120
1258,2017/2018,105,56,H,Ottawa,1,1,3,6,110,-107,+1.5(-305),5.5,-130,5.5,-120,0,,,,,,,,,,,,
1259,2017/2018,105,57,V,Buffalo,1,1,1,3,215,245,+1.5(-115),6,-105,5.5,-115,1,Winnipeg,2,1,1,4,-265,-305,-1.5(-105),6,-115,5.5,-105
1260,2017/2018,105,58,H,Winnipeg,2,1,1,4,-265,-305,-1.5(-105),6,-115,5.5,-105,0,,,,,,,,,,,,
1261,2017/2018,105,59,V,Vegas,2,1,2,5,105,115,+1.5(-275),6,-105,6,-105,1,Chicago,1,2,1,4,-125,-135,-1.5(+225),6,-115,6,-115
1262,2017/2018,105,60,H,Chicago,1,2,1,4,-125,-135,-1.5(+225),6,-115,6,-115,0,,,,,,,,,,,,
1263,2017/2018,106,1,V,St.Louis,0,1,2,3,-105,100,+1.5(-300),5.5,105,5.5,115,1,Philadelphia,2,2,2,6,-115,-120,-1.5(+240),5.5,-125,5.5,-135
1264,2017/2018,106,2,H,Philadelphia,2,2,2,6,-115,-120,-1.5(+240),5.5,-125,5.5,-135,0,,,,,,,,,,,,
1265,2017/2018,106,3,V,Edmonton,0,0,1,1,123,125,+1.5(-240),5.5,-105,5.5,-115,1,Dallas,3,1,1,5,-143,-145,-1.5(+200),5.5,-115,5.5,-105
1266,2017/2018,106,4,H,Dallas,3,1,1,5,-143,-145,-1.5(+200),5.5,-115,5.5,-105,0,,,,,,,,,,,,
1267,2017/2018,106,5,V,Vancouver,0,1,1,2,195,190,+1.5(-150),5.5,-120,5.5,-120,1,Toronto,0,0,2,3,-235,-230,-1.5(+130),5.5,100,5.5,100
1268,2017/2018,106,6,H,Toronto,0,0,2,3,-235,-230,-1.5(+130),5.5,100,5.5,100,0,,,,,,,,,,,,
1269,2017/2018,106,7,V,TampaBay,0,3,0,3,-200,-205,-1.5(+140),5.5,-110,5.5,-110,1,Ottawa,3,0,3,6,170,175,+1.5(-160),5.5,-110,5.5,-110
1270,2017/2018,106,8,H,Ottawa,3,0,3,6,170,175,+1.5(-160),5.5,-110,5.5,-110,0,,,,,,,,,,,,
1271,2017/2018,106,9,V,Carolina,1,0,0,1,140,131,+1.5(-230),5.5,-105,5.5,-110,1,Boston,5,2,0,7,-160,-151,-1.5(+190),5.5,-115,5.5,-110
1272,2017/2018,106,10,H,Boston,5,2,0,7,-160,-151,-1.5(+190),5.5,-115,5.5,-110,0,,,,,,,,,,,,
1273,2017/2018,106,11,V,NYRangers,0,1,0,2,-150,-132,-1.5(+210),5.5,-110,5.5,-110,1,Arizona,1,0,0,1,130,112,+1.5(-260),5.5,-110,5.5,-110
1274,2017/2018,106,12,H,Arizona,1,0,0,1,130,112,+1.5(-260),5.5,-110,5.5,-110,0,,,,,,,,,,,,
1275,2017/2018,106,13,V,Minnesota,1,1,0,2,-138,-130,-1.5(+215),5.5,-115,5.5,-110,1,Colorado,2,2,3,7,118,110,+1.5(-265),5.5,-105,5.5,-110
1276,2017/2018,106,14,H,Colorado,2,2,3,7,118,110,+1.5(-265),5.5,-105,5.5,-110,0,,,,,,,,,,,,
1277,2017/2018,106,15,V,Anaheim,0,0,2,2,-107,105,+1.5(-300),5.5,110,5.5,110,1,Calgary,2,0,1,3,-113,-125,-1.5(+240),5.5,-130,5.5,-130
1278,2017/2018,106,16,H,Calgary,2,0,1,3,-113,-125,-1.5(+240),5.5,-130,5.5,-130,0,,,,,,,,,,,,
1279,2017/2018,106,17,V,Nashville,1,2,1,4,103,100,+1.5(-290),5.5,115,5.5,115,1,LosAngeles,0,1,2,3,-123,-120,-1.5(+230),5.5,-135,5.5,-135
1280,2017/2018,106,18,H,LosAngeles,0,1,2,3,-123,-120,-1.5(+230),5.5,-135,5.5,-135,0,,,,,,,,,,,,
1281,2017/2018,107,51,V,NewJersey,0,2,2,4,105,-118,-1.5(+240),6,100,6,-115,1,NYIslanders,1,1,2,5,-125,-102,+1.5(-300),6,-120,6,-105
1282,2017/2018,107,52,H,NYIslanders,1,1,2,5,-125,-102,+1.5(-300),6,-120,6,-105,0,,,,,,,,,,,,
1283,2017/2018,107,53,V,Buffalo,0,1,0,1,170,155,+1.5(-200),5.5,-110,5.5,115,1,Philadelphia,0,2,2,4,-200,-175,-1.5(+170),5.5,-110,5.5,-135
1284,2017/2018,107,54,H,Philadelphia,0,2,2,4,-200,-175,-1.5(+170),5.5,-110,5.5,-135,0,,,,,,,,,,,,
1285,2017/2018,107,55,V,St.Louis,0,2,1,3,128,140,+1.5(-215),5.5,110,5.5,125,1,Washington,1,0,2,4,-148,-160,-1.5(+185),5.5,-130,5.5,-145
1286,2017/2018,107,56,H,Washington,1,0,2,4,-148,-160,-1.5(+185),5.5,-130,5.5,-145,0,,,,,,,,,,,,
1287,2017/2018,107,57,V,SanJose,0,1,0,1,115,130,+1.5(-240),5.5,-110,5.5,-110,1,Winnipeg,1,2,1,4,-135,-150,-1.5(+200),5.5,-110,5.5,-110
1288,2017/2018,107,58,H,Winnipeg,1,2,1,4,-135,-150,-1.5(+200),5.5,-110,5.5,-110,0,,,,,,,,,,,,
1289,2017/2018,107,59,V,Edmonton,0,1,0,1,130,120,+1.5(-245),5.5,-120,5.5,-125,1,Chicago,2,1,1,4,-150,-140,-1.5(+205),5.5,100,5.5,105
1290,2017/2018,107,60,H,Chicago,2,1,1,4,-150,-140,-1.5(+205),5.5,100,5.5,105,0,,,,,,,,,,,,
1291,2017/2018,107,61,V,Florida,0,1,1,2,145,125,+1.5(-230),5.5,110,5.5,100,1,Columbus,1,1,0,3,-165,-145,-1.5(+190),5.5,-130,5.5,-120
1292,2017/2018,107,62,H,Columbus,1,1,0,3,-165,-145,-1.5(+190),5.5,-130,5.5,-120,0,,,,,,,,,,,,
1293,2017/2018,107,63,V,Vancouver,0,1,1,2,150,162,+1.5(-185),5.5,100,5.5,105,1,Montreal,1,1,3,5,-170,-182,-1.5(+165),5.5,-120,5.5,-125
1294,2017/2018,107,64,H,Montreal,1,1,3,5,-170,-182,-1.5(+165),5.5,-120,5.5,-125,0,,,,,,,,,,,,
1295,2017/2018,107,65,V,TampaBay,2,1,2,5,-165,-140,-1.5(+200),5.5,-125,5.5,-124,1,Detroit,0,1,1,2,145,120,+1.5(-240),5.5,105,5.5,104
1296,2017/2018,107,66,H,Detroit,0,1,1,2,145,120,+1.5(-240),5.5,105,5.5,104,0,,,,,,,,,,,,
1297,2017/2018,107,67,V,Boston,1,4,0,5,-105,-105,+1.5(-295),5.5,-120,5.5,105,1,Pittsburgh,3,1,1,6,-115,-115,-1.5(+235),5.5,100,5.5,-125
1298,2017/2018,107,68,H,Pittsburgh,3,1,1,6,-115,-115,-1.5(+235),5.5,100,5.5,-125,0,,,,,,,,,,,,
1299,2017/2018,107,69,V,NYRangers,1,0,0,1,165,175,+1.5(-165),5.5,-125,6,-120,1,Vegas,1,0,1,2,-185,-205,-1.5(+145),5.5,105,6,100
1300,2017/2018,107,70,H,Vegas,1,0,1,2,-185,-205,-1.5(+145),5.5,105,6,100,0,,,,,,,,,,,,
1301,2017/2018,108,1,V,Columbus,0,0,2,3,152,145,+1.5(-200),5.5,-120,5.5,-110,1,Toronto,0,2,0,2,-172,-165,-1.5(+170),5.5,100,5.5,-110
1302,2017/2018,108,2,H,Toronto,0,2,0,2,-172,-165,-1.5(+170),5.5,100,5.5,-110,0,,,,,,,,,,,,
1303,2017/2018,109,51,V,Winnipeg,2,3,2,7,-163,-160,-1.5(+185),5.5,-115,5.5,100,1,Buffalo,1,1,2,4,143,140,+1.5(-215),5.5,-105,5.5,-120
1304,2017/2018,109,52,H,Buffalo,1,1,2,4,143,140,+1.5(-215),5.5,-105,5.5,-120,0,,,,,,,,,,,,
1305,2017/2018,109,53,V,Vancouver,1,0,0,1,190,170,+1.5(-165),5.5,100,5.5,-110,1,Washington,2,1,0,3,-230,-200,-1.5(+145),5.5,-120,5.5,-110
1306,2017/2018,109,54,H,Washington,2,1,0,3,-230,-200,-1.5(+145),5.5,-120,5.5,-110,0,,,,,,,,,,,,
1307,2017/2018,109,55,V,Chicago,1,5,2,8,-105,-117,-1.5(+245),5.5,-125,5.5,-130,1,Ottawa,0,2,0,2,-115,-103,+1.5(-305),5.5,105,5.5,110
1308,2017/2018,109,56,H,Ottawa,0,2,0,2,-115,-103,+1.5(-305),5.5,105,5.5,110,0,,,,,,,,,,,,
1309,2017/2018,109,57,V,Carolina,2,1,1,4,175,170,+1.5(-160),5.5,-110,5.5,-115,1,TampaBay,2,1,2,5,-205,-200,-1.5(+140),5.5,-110,5.5,-105
1310,2017/2018,109,58,H,TampaBay,2,1,2,5,-205,-200,-1.5(+140),5.5,-110,5.5,-105,0,,,,,,,,,,,,
1311,2017/2018,109,59,V,Florida,2,3,2,7,142,148,+1.5(-205),5.5,110,5.5,105,1,St.Louis,2,1,1,4,-162,-168,-1.5(+175),5.5,-130,5.5,-125
1312,2017/2018,109,60,H,St.Louis,2,1,1,4,-162,-168,-1.5(+175),5.5,-130,5.5,-125,0,,,,,,,,,,,,
1313,2017/2018,109,61,V,Edmonton,0,1,0,1,145,133,+1.5(-230),5.5,-110,5.5,-110,1,Nashville,2,0,0,2,-165,-153,-1.5(+190),5.5,-110,5.5,-110
1314,2017/2018,109,62,H,Nashville,2,0,0,2,-165,-153,-1.5(+190),5.5,-110,5.5,-110,0,,,,,,,,,,,,
1315,2017/2018,109,63,V,Calgary,1,1,0,3,120,122,+1.5(-260),5.5,105,5.5,100,1,Minnesota,0,0,2,2,-140,-142,-1.5(+210),5.5,-125,5.5,-120
1316,2017/2018,109,64,H,Minnesota,0,0,2,2,-140,-142,-1.5(+210),5.5,-125,5.5,-120,0,,,,,,,,,,,,
1317,2017/2018,110,1,V,Ottawa,1,1,2,4,190,190,+1.5(-145),6,-110,6,-115,1,Toronto,0,1,2,3,-230,-230,-1.5(+125),6,-110,6,-105
1318,2017/2018,110,2,H,Toronto,0,1,2,3,-230,-230,-1.5(+125),6,-110,6,-105,0,,,,,,,,,,,,
1319,2017/2018,110,3,V,Minnesota,0,1,1,2,-102,105,+1.5(-290),5.5,-105,5.5,-120,1,Chicago,1,0,0,1,-118,-125,-1.5(+230),5.5,-115,5.5,100
1320,2017/2018,110,4,H,Chicago,1,0,0,1,-118,-125,-1.5(+230),5.5,-115,5.5,100,0,,,,,,,,,,,,
1321,2017/2018,111,51,V,Columbus,0,0,1,1,-160,-160,-1.5(+190),5.5,105,5.5,110,1,Buffalo,1,0,2,3,140,140,+1.5(-230),5.5,-125,5.5,-130
1322,2017/2018,111,52,H,Buffalo,1,0,2,3,140,140,+1.5(-230),5.5,-125,5.5,-130,0,,,,,,,,,,,,
1323,2017/2018,111,53,V,Carolina,0,1,2,3,145,135,+1.5(-235),5.5,-105,5.5,-105,1,Washington,0,1,0,1,-165,-155,-1.5(+195),5.5,-115,5.5,-115
1324,2017/2018,111,54,H,Washington,0,1,0,1,-165,-155,-1.5(+195),5.5,-115,5.5,-115,0,,,,,,,,,,,,
1325,2017/2018,111,55,V,Calgary,1,2,2,5,185,170,+1.5(-165),5.5,-110,5.5,-130,1,TampaBay,0,1,0,1,-215,-200,-1.5(+145),5.5,-110,5.5,110
1326,2017/2018,111,56,H,TampaBay,0,1,0,1,-215,-200,-1.5(+145),5.5,-110,5.5,110,0,,,,,,,,,,,,
1327,2017/2018,112,1,V,Vancouver,0,4,1,5,165,160,+1.5(-180),5.5,-110,5.5,100,1,Columbus,1,0,1,2,-185,-180,-1.5(+160),5.5,-110,5.5,-120
1328,2017/2018,112,2,H,Columbus,1,0,1,2,-185,-180,-1.5(+160),5.5,-110,5.5,-120,0,,,,,,,,,,,,
1329,2017/2018,112,3,V,Calgary,0,3,1,4,110,110,+1.5(-270),5.5,100,5.5,-120,1,Florida,0,1,1,2,-130,-130,-1.5(+220),5.5,-120,5.5,100
1330,2017/2018,112,4,H,Florida,0,1,1,2,-130,-130,-1.5(+220),5.5,-120,5.5,100,0,,,,,,,,,,,,
1331,2017/2018,112,5,V,Washington,1,1,2,4,112,104,+1.5(-275),5.5,100,5.5,-115,1,Carolina,1,1,1,3,-132,-124,-1.5(+225),5.5,-120,5.5,-105
1332,2017/2018,112,6,H,Carolina,1,1,1,3,-132,-124,-1.5(+225),5.5,-120,5.5,-105,0,,,,,,,,,,,,
1333,2017/2018,112,7,V,Winnipeg,0,0,1,1,-105,-116,-1.5(+255),6,-110,6,-109,1,Chicago,0,2,0,2,-115,-104,+1.5(-320),6,-110,6,-111
1334,2017/2018,112,8,H,Chicago,0,2,0,2,-115,-104,+1.5(-320),6,-110,6,-111,0,,,,,,,,,,,,
1335,2017/2018,112,9,V,Edmonton,2,0,2,4,-135,-145,-1.5(+205),5.5,105,5.5,-110,1,Arizona,2,0,0,2,115,125,+1.5(-245),5.5,-125,5.5,-110
1336,2017/2018,112,10,H,Arizona,2,0,0,2,115,125,+1.5(-245),5.5,-125,5.5,-110,0,,,,,,,,,,,,
1337,2017/2018,113,51,V,Detroit,1,0,0,1,165,175,+1.5(-160),5.5,-113,5.5,-120,1,Pittsburgh,2,1,1,4,-185,-205,-1.5(+140),5.5,-107,5.5,100
1338,2017/2018,113,52,H,Pittsburgh,2,1,1,4,-185,-205,-1.5(+140),5.5,-107,5.5,100,0,,,,,,,,,,,,
1339,2017/2018,113,53,V,NYIslanders,2,3,2,7,113,117,+1.5(-254),6,-105,6.5,-110,1,NYRangers,1,0,1,2,-133,-137,-1.5(+207),6,-115,6.5,-110
1340,2017/2018,113,54,H,NYRangers,1,0,1,2,-133,-137,-1.5(+207),6,-115,6.5,-110,0,,,,,,,,,,,,
1341,2017/2018,113,55,V,Philadelphia,1,2,2,5,102,102,+1.5(-290),5.5,100,5.5,100,1,NewJersey,1,1,1,3,-122,-122,-1.5(+230),5.5,-120,5.5,-120
1342,2017/2018,113,56,H,NewJersey,1,1,1,3,-122,-122,-1.5(+230),5.5,-120,5.5,-120,0,,,,,,,,,,,,
1343,2017/2018,113,57,V,Boston,1,2,0,4,-140,-135,-1.5(+210),5.5,-105,5.5,-112,1,Montreal,1,2,0,3,120,115,+1.5(-260),5.5,-115,5.5,-108
1344,2017/2018,113,58,H,Montreal,1,2,0,3,120,115,+1.5(-260),5.5,-115,5.5,-108,0,,,,,,,,,,,,
1345,2017/2018,113,59,V,Winnipeg,0,0,1,1,125,118,+1.5(-260),5.5,-115,5.5,-115,1,Minnesota,1,1,2,4,-145,-138,-1.5(+210),5.5,-105,5.5,-105
1346,2017/2018,113,60,H,Minnesota,1,1,2,4,-145,-138,-1.5(+210),5.5,-105,5.5,-105,0,,,,,,,,,,,,
1347,2017/2018,113,61,V,Colorado,1,0,3,4,170,170,+1.5(-165),5.5,-120,5.5,-120,1,Dallas,0,1,0,1,-200,-200,-1.5(+145),5.5,100,5.5,100
1348,2017/2018,113,62,H,Dallas,0,1,0,1,-200,-200,-1.5(+145),5.5,100,5.5,100,0,,,,,,,,,,,,
1349,2017/2018,113,63,V,Edmonton,0,1,1,3,185,165,+1.5(-160),6,-110,6,-110,1,Vegas,0,2,0,2,-215,-185,-1.5(+140),6,-110,6,-110
1350,2017/2018,113,64,H,Vegas,0,2,0,2,-215,-185,-1.5(+140),6,-110,6,-110,0,,,,,,,,,,,,
1351,2017/2018,113,65,V,Arizona,3,0,2,5,190,190,+1.5(-150),5.5,-110,5.5,118,1,SanJose,3,1,1,6,-230,-230,-1.5(+130),5.5,-110,5.5,-138
1352,2017/2018,113,66,H,SanJose,3,1,1,6,-230,-230,-1.5(+130),5.5,-110,5.5,-138,0,,,,,,,,,,,,
1353,2017/2018,113,67,V,Anaheim,2,0,2,4,115,100,+1.5(-305),5.5,115,5,-135,1,LosAngeles,0,0,2,2,-135,-120,-1.5(+245),5.5,-135,5,115
1354,2017/2018,113,68,H,LosAngeles,0,0,2,2,-135,-120,-1.5(+245),5.5,-135,5,115,0,,,,,,,,,,,,
1355,2017/2018,114,1,V,NYRangers,2,0,0,2,155,160,+1.5(-185),6,100,6,-115,1,Pittsburgh,1,2,2,5,-175,-180,-1.5(+165),6,-120,6,-105
1356,2017/2018,114,2,H,Pittsburgh,1,2,2,5,-175,-180,-1.5(+165),6,-120,6,-105,0,,,,,,,,,,,,
1357,2017/2018,114,3,V,Calgary,2,0,2,4,-102,110,+1.5(-260),5.5,100,5.5,110,1,Carolina,0,0,1,1,-118,-130,-1.5(+210),5.5,-120,5.5,-130
1358,2017/2018,114,4,H,Carolina,0,0,1,1,-118,-130,-1.5(+210),5.5,-120,5.5,-130,0,,,,,,,,,,,,
1359,2017/2018,114,5,V,Vancouver,1,0,1,3,160,162,+1.5(-185),5.5,100,5.5,-110,1,Minnesota,1,0,1,2,-180,-182,-1.5(+165),5.5,-120,5.5,-110
1360,2017/2018,114,6,H,Minnesota,1,0,1,2,-180,-182,-1.5(+165),5.5,-120,5.5,-110,0,,,,,,,,,,,,
1361,2017/2018,114,7,V,Detroit,2,0,2,4,170,180,+1.5(-170),5.5,-125,5.5,-125,1,Chicago,0,0,0,0,-200,-210,-1.5(+150),5.5,105,5.5,105
1362,2017/2018,114,8,H,Chicago,0,0,0,0,-200,-210,-1.5(+150),5.5,105,5.5,105,0,,,,,,,,,,,,
1363,2017/2018,115,51,V,Dallas,0,2,0,3,135,142,+1.5(-200),5.5,-115,5.5,-125,1,Boston,0,1,1,2,-155,-162,-1.5(+170),5.5,-105,5.5,105
1364,2017/2018,115,52,H,Boston,0,1,1,2,-155,-162,-1.5(+170),5.5,-105,5.5,105,0,,,,,,,,,,,,
1365,2017/2018,115,53,V,Anaheim,0,1,0,1,-115,-112,-1.5(+240),5.5,-105,5.5,-105,1,Colorado,1,2,0,3,-105,-108,+1.5(-300),5.5,-115,5.5,-115
1366,2017/2018,115,54,H,Colorado,1,2,0,3,-105,-108,+1.5(-300),5.5,-115,5.5,-115,0,,,,,,,,,,,,
1367,2017/2018,115,55,V,SanJose,1,1,2,4,115,-102,+1.5(-270),5.5,120,5.5,120,1,LosAngeles,0,0,1,1,-135,-118,-1.5(+220),5.5,-140,5.5,-140
1368,2017/2018,115,56,H,LosAngeles,0,0,1,1,-135,-118,-1.5(+220),5.5,-140,5.5,-140,0,,,,,,,,,,,,
1369,2017/2018,115,57,V,NYIslanders,2,2,0,5,105,125,+1.5(-230),6,-110,6,-125,1,Montreal,2,1,1,4,-125,-145,-1.5(+190),6,-110,6,105
1370,2017/2018,115,58,H,Montreal,2,1,1,4,-125,-145,-1.5(+190),6,-110,6,105,0,,,,,,,,,,,,
1371,2017/2018,116,1,V,Philadelphia,1,0,0,1,103,-107,+1.5(-305),6,100,5.5,-115,1,NYRangers,3,2,0,5,-123,-113,-1.5(+245),6,-120,5.5,-105
1372,2017/2018,116,2,H,NYRangers,3,2,0,5,-123,-113,-1.5(+245),6,-120,5.5,-105,0,,,,,,,,,,,,
1373,2017/2018,116,3,V,NewJersey,1,3,0,4,-107,-116,-1.5(+230),6,-120,6.5,-115,1,NYIslanders,1,0,0,1,-113,-104,+1.5(-290),6,100,6.5,-105
1374,2017/2018,116,4,H,NYIslanders,1,0,0,1,-113,-104,+1.5(-290),6,100,6.5,-105,0,,,,,,,,,,,,
1375,2017/2018,116,5,V,St.Louis,0,0,1,2,125,107,+1.5(-275),5.5,-110,6,100,1,Toronto,0,0,1,1,-145,-127,-1.5(+225),5.5,-110,6,-120
1376,2017/2018,116,6,H,Toronto,0,0,1,1,-145,-127,-1.5(+225),5.5,-110,6,-120,0,,,,,,,,,,,,
1377,2017/2018,116,7,V,Dallas,2,1,1,4,-127,-128,-1.5(+235),5.5,-110,5.5,115,1,Detroit,1,1,0,2,107,108,+1.5(-295),5.5,-110,5.5,-135
1378,2017/2018,116,8,H,Detroit,1,1,0,2,107,108,+1.5(-295),5.5,-110,5.5,-135,0,,,,,,,,,,,,
1379,2017/2018,116,9,V,Vegas,0,0,0,0,125,105,+1.5(-290),5.5,-125,6,-105,1,Nashville,0,0,1,1,-145,-125,-1.5(+230),5.5,105,6,-115
1380,2017/2018,116,10,H,Nashville,0,0,1,1,-145,-125,-1.5(+230),5.5,105,6,-115,0,,,,,,,,,,,,
1381,2017/2018,116,11,V,SanJose,1,1,0,3,-145,-125,-1.5(+225),5.5,105,5.5,-110,1,Arizona,0,1,1,2,125,105,+1.5(-275),5.5,-125,5.5,-110
1382,2017/2018,116,12,H,Arizona,0,1,1,2,125,105,+1.5(-275),5.5,-125,5.5,-110,0,,,,,,,,,,,,
1383,2017/2018,117,51,V,Montreal,1,0,0,1,170,170,+1.5(-170),5.5,-115,5.5,-110,1,Boston,1,1,2,4,-200,-200,-1.5(+150),5.5,-105,5.5,-110
1384,2017/2018,117,52,H,Boston,1,1,2,4,-200,-200,-1.5(+150),5.5,-105,5.5,-110,0,,,,,,,,,,,,
1385,2017/2018,117,53,V,Pittsburgh,1,0,2,3,-105,-101,+1.5(-290),5.5,-105,5.5,-105,1,Anaheim,0,4,1,5,-115,-119,-1.5(+230),5.5,-115,5.5,-115
1386,2017/2018,117,54,H,Anaheim,0,4,1,5,-115,-119,-1.5(+230),5.5,-115,5.5,-115,0,,,,,,,,,,,,
1387,2017/2018,118,1,V,Boston,1,2,2,5,-147,-130,-1.5(+220),6.5,-105,6.5,-105,1,NYIslanders,1,0,1,2,127,110,+1.5(-270),6.5,-115,6.5,-115
1388,2017/2018,118,2,H,NYIslanders,1,0,1,2,127,110,+1.5(-270),6.5,-115,6.5,-115,0,,,,,,,,,,,,
1389,2017/2018,118,3,V,Toronto,0,2,0,2,-105,-105,+1.5(-325),5.5,-115,5.5,-120,1,Philadelphia,0,0,2,3,-115,-115,-1.5(+260),5.5,-105,5.5,100
1390,2017/2018,118,4,H,Philadelphia,0,0,2,3,-115,-115,-1.5(+260),5.5,-105,5.5,100,0,,,,,,,,,,,,
1391,2017/2018,118,5,V,Washington,1,1,1,3,-135,-115,-1.5(+245),5.5,100,5.5,-130,1,NewJersey,1,2,0,4,115,-105,+1.5(-305),5.5,-120,5.5,110
1392,2017/2018,118,6,H,NewJersey,1,2,0,4,115,-105,+1.5(-305),5.5,-120,5.5,110,0,,,,,,,,,,,,
1393,2017/2018,118,7,V,Dallas,0,0,1,1,-105,-125,-1.5(+224),5.5,-105,5.5,-105,1,Columbus,1,0,0,2,-115,105,+1.5(-274),5.5,-115,5.5,-115
1394,2017/2018,118,8,H,Columbus,1,0,0,2,-115,105,+1.5(-274),5.5,-115,5.5,-115,0,,,,,,,,,,,,
1395,2017/2018,118,9,V,St.Louis,0,3,1,4,-120,-145,-1.5(+200),5.5,-110,5.5,-110,1,Ottawa,0,1,0,1,100,125,+1.5(-240),5.5,-110,5.5,-110
1396,2017/2018,118,10,H,Ottawa,0,1,0,1,100,125,+1.5(-240),5.5,-110,5.5,-110,0,,,,,,,,,,,,
1397,2017/2018,118,11,V,Buffalo,1,1,1,3,170,167,+1.5(-175),5.5,-110,5.5,115,1,NYRangers,1,1,2,4,-200,-187,-1.5(+155),5.5,-110,5.5,-135
1398,2017/2018,118,12,H,NYRangers,1,1,2,4,-200,-187,-1.5(+155),5.5,-110,5.5,-135,0,,,,,,,,,,,,
1399,2017/2018,118,13,V,Vegas,2,1,1,4,163,145,+1.5(-200),6,-105,6,100,1,TampaBay,0,1,0,1,-183,-165,-1.5(+170),6,-115,6,-120
1400,2017/2018,118,14,H,TampaBay,0,1,0,1,-183,-165,-1.5(+170),6,-115,6,-120,0,,,,,,,,,,,,
1401,2017/2018,118,15,V,Arizona,0,1,1,2,180,180,+1.5(-165),5.5,125,5.5,110,1,Nashville,0,1,1,3,-210,-210,-1.5(+145),5.5,-145,5.5,-130
1402,2017/2018,118,16,H,Nashville,0,1,1,3,-210,-210,-1.5(+145),5.5,-145,5.5,-130,0,,,,,,,,,,,,
1403,2017/2018,118,17,V,SanJose,0,1,2,3,-115,-113,-1.5(+245),5.5,-105,5.5,-105,1,Colorado,3,1,1,5,-105,-107,+1.5(-305),5.5,-115,5.5,-115
1404,2017/2018,118,18,H,Colorado,3,1,1,5,-105,-107,+1.5(-305),5.5,-115,5.5,-115,0,,,,,,,,,,,,
1405,2017/2018,118,19,V,Pittsburgh,1,0,2,3,110,123,+1.5(-260),5.5,-110,5.5,-115,1,LosAngeles,0,1,0,1,-130,-143,-1.5(+210),5.5,-110,5.5,-105
1406,2017/2018,118,20,H,LosAngeles,0,1,0,1,-130,-143,-1.5(+210),5.5,-110,5.5,-105,0,,,,,,,,,,,,
1407,2017/2018,119,51,V,Montreal,0,1,2,3,148,143,+1.5(-205),5.5,100,5.5,-130,1,Washington,0,1,1,2,-168,-163,-1.5(+175),5.5,-120,5.5,110
1408,2017/2018,119,52,H,Washington,0,1,1,2,-168,-163,-1.5(+175),5.5,-120,5.5,110,0,,,,,,,,,,,,
1409,2017/2018,119,53,V,Vegas,1,1,1,3,-103,-106,+1.5(-300),6,-105,6,-106,1,Florida,2,0,1,4,-117,-114,-1.5(+240),6,-115,6,-114
1410,2017/2018,119,54,H,Florida,2,0,1,4,-117,-114,-1.5(+240),6,-115,6,-114,0,,,,,,,,,,,,
1411,2017/2018,119,55,V,LosAngeles,0,0,1,1,135,148,+1.5(-205),5.5,125,5.5,125,1,Anaheim,0,0,2,2,-155,-168,-1.5(+175),5.5,-145,5.5,-145
1412,2017/2018,119,56,H,Anaheim,0,0,2,2,-155,-168,-1.5(+175),5.5,-145,5.5,-145,0,,,,,,,,,,,,
1413,2017/2018,120,1,V,Dallas,2,4,1,7,-160,-145,-1.5(+195),5.5,-110,5.5,110,1,Buffalo,0,1,0,1,140,125,+1.5(-235),5.5,-110,5.5,-130
1414,2017/2018,120,2,H,Buffalo,0,1,0,1,140,125,+1.5(-235),5.5,-110,5.5,-130,0,,,,,,,,,,,,
1415,2017/2018,120,3,V,NewJersey,0,1,0,1,108,117,+1.5(-110),5.5,100,5.5,-125,1,Philadelphia,3,0,0,3,-128,-137,-1.5(-110),5.5,-120,5.5,105
1416,2017/2018,120,4,H,Philadelphia,3,0,0,3,-128,-137,-1.5(-110),5.5,-120,5.5,105,0,,,,,,,,,,,,
1417,2017/2018,120,5,V,NYRangers,0,1,0,1,103,103,+1.5(-290),6,-105,6,-105,1,Colorado,1,1,1,3,-123,-123,-1.5(+230),6,-115,6,-115
1418,2017/2018,120,6,H,Colorado,1,1,1,3,-123,-123,-1.5(+230),6,-115,6,-115,0,,,,,,,,,,,,
1419,2017/2018,120,7,V,Winnipeg,0,1,0,2,105,110,+1.5(-275),5.5,-105,5.5,-110,1,Calgary,1,0,0,1,-125,-130,-1.5(+225),5.5,-115,5.5,-110
1420,2017/2018,120,8,H,Calgary,1,0,0,1,-125,-130,-1.5(+225),5.5,-115,5.5,-110,0,,,,,,,,,,,,
1421,2017/2018,120,9,V,Toronto,1,0,3,4,-145,-143,-1.5(+210),6,104,6,104,1,Ottawa,0,3,0,3,125,123,+1.5(-260),6,-124,6,-124
